Placement,Product
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Test Drive|Standard Edition|45300529|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Brochure|Standard Edition|45300531|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Configure|Standard Edition|45300531|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Financial|Standard Edition|45300531|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Learn More|Standard Edition|45300531|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Test Drive|Standard Edition|45300531|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Brochure|Standard Edition|45283386|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Configure|Standard Edition|45283386|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Financial|Standard Edition|45283386|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Learn More|Standard Edition|45283386|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Test Drive|Standard Edition|45283386|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x250|Brochure|Standard Edition|45283388|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x250|Configure|Standard Edition|45283388|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x250|Financial|Standard Edition|45283388|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x250|Learn More|Standard Edition|45283388|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x250|Test Drive|Standard Edition|45283388|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x600|Brochure|Standard Edition|45299897|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x600|Configure|Standard Edition|45299897|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x600|Financial|Standard Edition|45299897|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x600|Learn More|Standard Edition|45299897|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x600|Test Drive|Standard Edition|45299897|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|320x50|Brochure|Standard Edition|45301005|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|320x50|Configure|Standard Edition|45301005|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|320x50|Financial|Standard Edition|45301005|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|320x50|Learn More|Standard Edition|45301005|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|320x50|Test Drive|Standard Edition|45301005|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|728x90|Brochure|Standard Edition|45300529|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|728x90|Configure|Standard Edition|45300529|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|728x90|Financial|Standard Edition|45300529|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|728x90|Learn More|Standard Edition|45300529|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|728x90|Test Drive|Standard Edition|45300529|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|970x250|Brochure|Standard Edition|45300531|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|970x250|Configure|Standard Edition|45300531|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|970x250|Financial|Standard Edition|45300531|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|970x250|Learn More|Standard Edition|45300531|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|970x250|Test Drive|Standard Edition|45300531|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|160x600|Financial|Standard Edition|45283386|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x250|Financial|Standard Edition|45283388|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x600|Financial|Standard Edition|45299897|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|320x50|Financial|Standard Edition|45301005|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|728x90|Financial|Standard Edition|45300529|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|970x250|Financial|Standard Edition|45300531|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Brochure|Standard Edition|45298018|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Configure|Standard Edition|45298018|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Financial|Standard Edition|45298018|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Learn More|Standard Edition|45298018|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Test Drive|Standard Edition|45298018|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Brochure|Standard Edition|45298045|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Configure|Standard Edition|45298045|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Financial|Standard Edition|45298045|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Learn More|Standard Edition|45298045|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Test Drive|Standard Edition|45298045|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Brochure|Standard Edition|45297698|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Configure|Standard Edition|45297698|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Financial|Standard Edition|45297698|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Learn More|Standard Edition|45297698|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Test Drive|Standard Edition|45297698|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|320x50|Brochure|Standard Edition|45281399|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|320x50|Configure|Standard Edition|45281399|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|320x50|Financial|Standard Edition|45281399|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|320x50|Learn More|Standard Edition|45281399|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|320x50|Test Drive|Standard Edition|45281399|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Brochure|Standard Edition|45298091|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Configure|Standard Edition|45298091|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Financial|Standard Edition|45298091|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Learn More|Standard Edition|45298091|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Test Drive|Standard Edition|45298091|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Brochure|Standard Edition|45298098|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Configure|Standard Edition|45298098|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Financial|Standard Edition|45298098|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Learn More|Standard Edition|45298098|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Test Drive|Standard Edition|45298098|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Brochure|Standard Edition|45298018|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Configure|Standard Edition|45298018|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Financial|Standard Edition|45298018|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Learn More|Standard Edition|45298018|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Test Drive|Standard Edition|45298018|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x250|Brochure|Standard Edition|45298045|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x250|Configure|Standard Edition|45298045|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x250|Financial|Standard Edition|45298045|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x250|Learn More|Standard Edition|45298045|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x250|Test Drive|Standard Edition|45298045|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x600|Brochure|Standard Edition|45297698|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x600|Configure|Standard Edition|45297698|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x600|Financial|Standard Edition|45297698|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x600|Learn More|Standard Edition|45297698|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x600|Test Drive|Standard Edition|45297698|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|320x50|Brochure|Standard Edition|45281399|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|320x50|Configure|Standard Edition|45281399|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|320x50|Financial|Standard Edition|45281399|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|320x50|Learn More|Standard Edition|45281399|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|320x50|Test Drive|Standard Edition|45281399|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|728x90|Brochure|Standard Edition|45298091|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|728x90|Configure|Standard Edition|45298091|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|728x90|Financial|Standard Edition|45298091|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|728x90|Learn More|Standard Edition|45298091|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|728x90|Test Drive|Standard Edition|45298091|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|970x250|Brochure|Standard Edition|45298098|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|970x250|Configure|Standard Edition|45298098|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|970x250|Financial|Standard Edition|45298098|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|970x250|Learn More|Standard Edition|45298098|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|970x250|Test Drive|Standard Edition|45298098|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|160x600|Financial|Standard Edition|45298018|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x250|Financial|Standard Edition|45298045|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x600|Financial|Standard Edition|45297698|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|320x50|Financial|Standard Edition|45281399|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|728x90|Financial|Standard Edition|45298091|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|970x250|Financial|Standard Edition|45298098|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Brochure|Standard Edition|45300591|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Configure|Standard Edition|45300591|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Financial|Standard Edition|45300591|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Learn More|Standard Edition|45300591|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Test Drive|Standard Edition|45300591|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Brochure|Standard Edition|45302400|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Configure|Standard Edition|45302400|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Financial|Standard Edition|45302400|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Learn More|Standard Edition|45302400|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Test Drive|Standard Edition|45302400|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Brochure|Standard Edition|45302411|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Configure|Standard Edition|45302411|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Financial|Standard Edition|45302411|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Learn More|Standard Edition|45302411|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Test Drive|Standard Edition|45302411|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|320x50|Brochure|Standard Edition|45302423|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|320x50|Configure|Standard Edition|45302423|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|320x50|Financial|Standard Edition|45302423|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|320x50|Learn More|Standard Edition|45302423|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|320x50|Test Drive|Standard Edition|45302423|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Brochure|Standard Edition|45302433|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Configure|Standard Edition|45302433|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Financial|Standard Edition|45302433|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Learn More|Standard Edition|45302433|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Test Drive|Standard Edition|45302433|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Brochure|Standard Edition|45298536|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Configure|Standard Edition|45298536|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Financial|Standard Edition|45298536|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Learn More|Standard Edition|45298536|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Test Drive|Standard Edition|45298536|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Brochure|Standard Edition|45300591|DCM,P3 tradedesk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Configure|Standard Edition|45300591|DCM,P3 tradedesk
