Application,Channel,Clicks,Contact,Conversions,Date,Download,Free Trial,Impressions,Market,Other Activity,Other Dynamic Floodlight,Product,Publisher,Purchase,Social Platform Conversions,Solution,Spend,Spend Local
0,SEARCH,0,0,0,2018-12-23,0,0,0,IE,,0,Payments,Bing Ads,0,0,Payments,0,0
0,SEARCH,46,0,0,2018-12-23,0,0,529,IE,11,0,Payments,Google AdWords,0,0,Payments,20.02,20.02
0,SEARCH,0,0,0,2018-12-24,0,0,0,IE,,0,Payments,Bing Ads,0,0,Payments,0,0
0,SEARCH,48,0,0,2018-12-24,0,0,513,IE,7,0,Payments,Google AdWords,0,0,Payments,25.28,25.28
0,SEARCH,0,0,0,2018-12-25,0,0,0,IE,,0,Payments,Bing Ads,0,0,Payments,0,0
0,SEARCH,55,0,0,2018-12-25,0,0,542,IE,4,0,Payments,Google AdWords,0,0,Payments,29.3,29.3
0,SEARCH,0,0,0,2018-12-26,0,0,1,IE,,0,Payments,Bing Ads,0,0,Payments,0,0
0,SEARCH,62,0,0,2018-12-26,0,0,717,IE,11,0,Payments,Google AdWords,0,0,Payments,30.76,30.76
0,SEARCH,0,0,0,2018-12-27,0,0,2,IE,,0,Payments,Bing Ads,0,0,Payments,0,0
1,SEARCH,86,0,1,2018-12-27,0,0,907,IE,20,0,Payments,Google AdWords,0,0,Payments,39.65,39.65
0,SEARCH,0,0,0,2018-12-28,0,0,4,IE,,0,Payments,Bing Ads,0,0,Payments,0,0
0,SEARCH,69,0,0,2018-12-28,0,0,769,IE,47,0,Payments,Google AdWords,0,0,Payments,26.79,26.79
0,SEARCH,0,0,0,2018-12-29,0,0,0,IE,,0,Payments,Bing Ads,0,0,Payments,0,0
0,SEARCH,49,0,0,2018-12-29,0,0,497,IE,7,0,Payments,Google AdWords,0,0,Payments,14.9,14.9
0,SEARCH,0,0,0,2018-12-30,0,0,0,IE,,0,Payments,Bing Ads,0,0,Payments,0,0
0,SEARCH,23,0,0,2018-12-30,0,0,399,IE,10,0,Payments,Google AdWords,0,0,Payments,6.62,6.62
0,SEARCH,0,0,0,2018-12-31,0,0,0,IE,,0,Payments,Bing Ads,0,0,Payments,0,0
0,SEARCH,28,0,0,2018-12-31,0,0,356,IE,15,0,Payments,Google AdWords,0,0,Payments,6.18,6.18
0,SEARCH,1,0,0,2018-12-01,0,0,22,IE,1,0,Payroll,Bing Ads,0,0,Payroll,0.5,0.5
0,SEARCH,22,0,0,2018-12-01,0,0,306,IE,83,0,Payroll,Google AdWords,1,0,Payroll,20.21,20.21
0,SEARCH,2,0,0,2018-12-02,0,0,26,IE,4,0,Payroll,Bing Ads,0,0,Payroll,0.08,0.08
0,SEARCH,28,0,0,2018-12-02,0,0,440,IE,103,0,Payroll,Google AdWords,1,0,Payroll,38.75,38.75
0,SEARCH,7,0,0,2018-12-03,0,0,89,IE,20,0,Payroll,Bing Ads,0,0,Payroll,6.91,6.91
0,SEARCH,104,0,3,2018-12-03,0,3,1047,IE,248,0,Payroll,Google AdWords,2,0,Payroll,102.94,102.94
0,SEARCH,11,0,0,2018-12-04,0,0,82,IE,32,0,Payroll,Bing Ads,0,0,Payroll,14.81,14.81
0,SEARCH,104,0,6,2018-12-04,0,6,837,IE,270,0,Payroll,Google AdWords,2,0,Payroll,105.87,105.87
0,SEARCH,9,0,0,2018-12-05,0,0,128,IE,41,0,Payroll,Bing Ads,0,0,Payroll,5.19,5.19
0,SEARCH,99,0,9,2018-12-05,0,9,714,IE,308,0,Payroll,Google AdWords,1,0,Payroll,67.15,67.15
0,SEARCH,8,0,2,2018-12-06,0,2,107,IE,11,0,Payroll,Bing Ads,0,0,Payroll,8,8
0,SEARCH,109,0,8,2018-12-06,0,8,706,IE,338,0,Payroll,Google AdWords,1,0,Payroll,74.9,74.9
0,SEARCH,3,0,0,2018-12-07,0,0,77,IE,2,0,Payroll,Bing Ads,0,0,Payroll,3.74,3.74
0,SEARCH,54,0,3,2018-12-07,0,3,578,IE,184,0,Payroll,Google AdWords,0,0,Payroll,30.08,30.08
0,SEARCH,3,0,0,2018-12-08,0,0,20,IE,10,0,Payroll,Bing Ads,0,0,Payroll,1.8,1.8
0,SEARCH,24,0,0,2018-12-08,0,0,331,IE,41,0,Payroll,Google AdWords,0,0,Payroll,15.88,15.88
0,SEARCH,0,0,0,2018-12-09,0,0,29,IE,1,0,Payroll,Bing Ads,0,0,Payroll,0,0
0,SEARCH,25,0,0,2018-12-09,0,0,422,IE,46,0,Payroll,Google AdWords,0,0,Payroll,26.81,26.81
0,SEARCH,10,0,0,2018-12-10,0,0,111,IE,30,0,Payroll,Bing Ads,0,0,Payroll,11.87,11.87
0,SEARCH,110,0,5,2018-12-10,0,5,1353,IE,246,0,Payroll,Google AdWords,1,0,Payroll,126.55,126.55
0,SEARCH,19,0,0,2018-12-11,0,0,227,IE,29,0,Payroll,Bing Ads,0,0,Payroll,22.7,22.7
0,SEARCH,112,0,3,2018-12-11,0,3,1108,IE,305,0,Payroll,Google AdWords,0,0,Payroll,110.06,110.06
0,SEARCH,7,0,0,2018-12-12,0,0,125,IE,17,0,Payroll,Bing Ads,0,0,Payroll,6.58,6.58
0,SEARCH,111,0,4,2018-12-12,0,4,842,IE,221,0,Payroll,Google AdWords,0,0,Payroll,84.1,84.1
0,SEARCH,10,0,0,2018-12-13,0,0,95,IE,23,0,Payroll,Bing Ads,0,0,Payroll,6.88,6.88
0,SEARCH,141,0,5,2018-12-13,0,5,815,IE,411,0,Payroll,Google AdWords,0,0,Payroll,88.28,88.28
0,SEARCH,2,0,1,2018-12-14,0,1,96,IE,26,0,Payroll,Bing Ads,0,0,Payroll,1.58,1.58
0,SEARCH,81,0,6,2018-12-14,0,6,467,IE,194,0,Payroll,Google AdWords,0,0,Payroll,60.86,60.86
0,SEARCH,1,0,0,2018-12-15,0,0,31,IE,,0,Payroll,Bing Ads,0,0,Payroll,1.07,1.07
0,SEARCH,31,0,2,2018-12-15,0,2,264,IE,79,0,Payroll,Google AdWords,0,0,Payroll,26.12,26.12
0,SEARCH,8,0,0,2018-12-16,0,0,25,IE,29,0,Payroll,Bing Ads,0,0,Payroll,4.63,4.63
0,SEARCH,24,0,5,2018-12-16,0,5,338,IE,41,0,Payroll,Google AdWords,0,0,Payroll,15.71,15.71
0,SEARCH,13,0,2,2018-12-17,0,2,105,IE,29,0,Payroll,Bing Ads,0,0,Payroll,5.59,5.59
0,SEARCH,135,0,3,2018-12-17,0,3,1298,IE,434,0,Payroll,Google AdWords,1,0,Payroll,95.21,95.21
0,SEARCH,12,0,0,2018-12-18,0,0,119,IE,66,0,Payroll,Bing Ads,0,0,Payroll,4.81,4.81
0,SEARCH,161,0,9,2018-12-18,0,9,1281,IE,540,0,Payroll,Google AdWords,2,0,Payroll,94.86,94.86
0,SEARCH,9,0,1,2018-12-19,0,1,131,IE,38,0,Payroll,Bing Ads,0,0,Payroll,4.83,4.83
0,SEARCH,173,0,3,2018-12-19,0,3,985,IE,620,0,Payroll,Google AdWords,1,0,Payroll,92.68,92.68
0,SEARCH,18,0,0,2018-12-20,0,0,182,IE,62,0,Payroll,Bing Ads,0,0,Payroll,5.53,5.53
0,SEARCH,196,0,6,2018-12-20,0,6,1454,IE,666,0,Payroll,Google AdWords,1,0,Payroll,186.19,186.19
0,SEARCH,8,0,0,2018-12-21,0,0,107,IE,32,0,Payroll,Bing Ads,0,0,Payroll,2.98,2.98
0,SEARCH,152,0,9,2018-12-21,0,9,1136,IE,403,0,Payroll,Google AdWords,0,0,Payroll,142.06,142.06
0,SEARCH,2,0,0,2018-12-22,0,0,29,IE,5,0,Payroll,Bing Ads,0,0,Payroll,0.09,0.09
0,SEARCH,26,0,0,2018-12-22,0,0,326,IE,43,0,Payroll,Google AdWords,1,0,Payroll,23.96,23.96
0,SEARCH,2,0,0,2018-12-23,0,0,30,IE,2,0,Payroll,Bing Ads,0,0,Payroll,0.1,0.1
0,SEARCH,17,0,0,2018-12-23,0,0,259,IE,36,0,Payroll,Google AdWords,0,0,Payroll,17.07,17.07
0,SEARCH,0,0,0,2018-12-24,0,0,32,IE,,0,Payroll,Bing Ads,0,0,Payroll,0,0
0,SEARCH,17,0,0,2018-12-24,0,0,292,IE,40,0,Payroll,Google AdWords,0,0,Payroll,16.13,16.13
0,SEARCH,3,0,0,2018-12-25,0,0,24,IE,4,0,Payroll,Bing Ads,0,0,Payroll,1.35,1.35
0,SEARCH,12,0,0,2018-12-25,0,0,169,IE,31,0,Payroll,Google AdWords,0,0,Payroll,22.59,22.59
0,SEARCH,4,0,0,2018-12-26,0,0,41,IE,8,0,Payroll,Bing Ads,0,0,Payroll,0.69,0.69
0,SEARCH,33,0,0,2018-12-26,0,0,385,IE,37,0,Payroll,Google AdWords,0,0,Payroll,51.84,51.84
0,SEARCH,8,0,0,2018-12-27,0,0,83,IE,1,0,Payroll,Bing Ads,0,0,Payroll,3.18,3.18
0,SEARCH,86,0,3,2018-12-27,0,3,863,IE,177,0,Payroll,Google AdWords,1,0,Payroll,123.4,123.4
0,SEARCH,15,0,2,2018-12-28,0,2,86,IE,33,0,Payroll,Bing Ads,0,0,Payroll,5.76,5.76
0,SEARCH,86,0,3,2018-12-28,0,3,1061,IE,259,0,Payroll,Google AdWords,1,0,Payroll,96.28,96.28
0,SEARCH,7,0,0,2018-12-29,0,0,45,IE,9,0,Payroll,Bing Ads,0,0,Payroll,1.88,1.88
0,SEARCH,52,0,4,2018-12-29,0,4,599,IE,118,0,Payroll,Google AdWords,0,0,Payroll,54.79,54.79
0,SEARCH,4,0,0,2018-12-30,0,0,33,IE,2,0,Payroll,Bing Ads,0,0,Payroll,0.26,0.26
0,SEARCH,59,0,1,2018-12-30,0,1,626,IE,96,0,Payroll,Google AdWords,0,0,Payroll,71.97,71.97
0,SEARCH,10,0,2,2018-12-31,0,2,78,IE,26,0,Payroll,Bing Ads,0,0,Payroll,1.91,1.91
0,SEARCH,58,0,5,2018-12-31,0,5,1030,IE,128,0,Payroll,Google AdWords,0,0,Payroll,66.48,66.48
0,SEARCH,0,0,0,2018-12-01,0,0,0,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-01,0,0,15,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-02,0,0,0,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-02,0,0,5,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-03,0,0,1,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,2,0,0,2018-12-03,0,0,20,IE,,0,People,Google AdWords,0,0,People,3.71,3.71
0,SEARCH,0,0,0,2018-12-04,0,0,0,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-04,0,0,21,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-05,0,0,0,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-05,0,0,15,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-06,0,0,0,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-06,0,0,13,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-07,0,0,0,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,1,0,0,2018-12-07,0,0,17,IE,,0,People,Google AdWords,0,0,People,3.64,3.64
0,SEARCH,0,0,0,2018-12-08,0,0,1,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-08,0,0,6,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-09,0,0,0,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-09,0,0,7,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-10,0,0,0,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-10,0,0,21,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-11,0,0,3,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-11,0,0,21,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-12,0,0,3,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,1,0,0,2018-12-12,0,0,23,IE,,0,People,Google AdWords,0,0,People,3.69,3.69
0,SEARCH,1,0,0,2018-12-13,0,0,4,IE,,0,People,Bing Ads,0,0,People,2.31,2.31
0,SEARCH,1,0,0,2018-12-13,0,0,13,IE,,0,People,Google AdWords,0,0,People,3.65,3.65
0,SEARCH,0,0,0,2018-12-14,0,0,1,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-14,0,0,6,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-15,0,0,1,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-15,0,0,5,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-16,0,0,2,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-16,0,0,2,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-17,0,0,3,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,1,0,0,2018-12-17,0,0,10,IE,1,0,People,Google AdWords,0,0,People,0.12,0.12
0,SEARCH,0,0,0,2018-12-18,0,0,2,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-18,0,0,14,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-19,0,0,0,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-19,0,0,17,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-20,0,0,0,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-20,0,0,10,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-21,0,0,0,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-21,0,0,11,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-22,0,0,0,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-22,0,0,4,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-23,0,0,0,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-23,0,0,2,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-24,0,0,1,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-24,0,0,1,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-25,0,0,0,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-25,0,0,2,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-26,0,0,1,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-26,0,0,3,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-27,0,0,1,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-27,0,0,3,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-28,0,0,0,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-28,0,0,0,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-29,0,0,1,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,1,0,0,2018-12-29,0,0,8,IE,,0,People,Google AdWords,0,0,People,3.38,3.38
0,SEARCH,0,0,0,2018-12-30,0,0,0,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-30,0,0,7,IE,,0,People,Google AdWords,0,0,People,0,0
0,SEARCH,0,0,0,2018-12-31,0,0,1,IE,,0,People,Bing Ads,0,0,People,0,0
0,SEARCH,1,0,0,2018-12-31,0,0,9,IE,,0,People,Google AdWords,0,0,People,4.45,4.45
0,SEARCH,100,0,12,2018-12-05,0,12,2292,DE,217,0,Payroll,Google AdWords,0,0,Payroll,278.26,323.61
0,SEARCH,111,0,0,2018-12-06,0,0,3920,DE,117,0,Payroll,Bing Ads,0,0,Payroll,165.21,192.12
0,SEARCH,102,0,1,2018-12-06,0,1,2227,DE,176,0,Payroll,Google AdWords,0,0,Payroll,291.33,338.7
0,SEARCH,96,0,1,2018-12-07,0,1,3338,DE,136,0,Payroll,Bing Ads,0,0,Payroll,144.86,168.46
0,SEARCH,93,0,3,2018-12-07,0,3,1787,DE,167,0,Payroll,Google AdWords,0,0,Payroll,280.27,325.92
0,SEARCH,83,0,1,2018-12-08,0,1,4164,DE,77,0,Payroll,Bing Ads,0,0,Payroll,113.95,132.49
0,SEARCH,92,0,6,2018-12-08,0,6,1837,DE,132,0,Payroll,Google AdWords,0,0,Payroll,220.12,255.94
0,SEARCH,122,0,0,2018-12-09,0,0,4927,DE,89,0,Payroll,Bing Ads,0,0,Payroll,111.72,129.87
0,SEARCH,104,0,4,2018-12-09,0,4,1766,DE,169,0,Payroll,Google AdWords,0,0,Payroll,236.84,275.42
0,SEARCH,96,0,1,2018-12-10,0,1,5406,DE,111,0,Payroll,Bing Ads,0,0,Payroll,119.91,139.41
0,SEARCH,132,0,1,2018-12-10,0,1,2449,DE,199,0,Payroll,Google AdWords,0,0,Payroll,351.1,408.23
0,SEARCH,91,0,2,2018-12-11,0,2,4552,DE,112,0,Payroll,Bing Ads,0,0,Payroll,138.92,161.51
0,SEARCH,87,0,3,2018-12-11,0,3,1314,DE,178,0,Payroll,Google AdWords,0,0,Payroll,241.81,281.15
0,SEARCH,115,0,0,2018-12-12,0,0,5456,DE,131,0,Payroll,Bing Ads,0,0,Payroll,124.61,144.9
0,SEARCH,115,0,5,2018-12-12,0,5,2225,DE,223,0,Payroll,Google AdWords,0,0,Payroll,315.85,367.28
0,SEARCH,107,0,0,2018-12-13,0,0,5301,DE,116,0,Payroll,Bing Ads,0,0,Payroll,126.87,147.52
0,SEARCH,87,0,3,2018-12-13,0,3,2309,DE,127,0,Payroll,Google AdWords,0,0,Payroll,275.35,320.16
0,SEARCH,83,0,0,2018-12-14,0,0,4264,DE,132,0,Payroll,Bing Ads,0,0,Payroll,110.86,128.9
0,SEARCH,103,0,5,2018-12-14,1,4,2345,DE,247,0,Payroll,Google AdWords,0,0,Payroll,292.28,339.83
0,SEARCH,72,0,3,2018-12-15,0,3,3286,DE,84,0,Payroll,Bing Ads,0,0,Payroll,110.93,129
0,SEARCH,75,0,6,2018-12-15,1,5,1260,DE,70,0,Payroll,Google AdWords,0,0,Payroll,218.17,253.67
0,SEARCH,94,0,1,2018-12-16,0,1,3770,DE,72,0,Payroll,Bing Ads,0,0,Payroll,97.92,113.86
0,SEARCH,87,0,3,2018-12-16,1,2,1556,DE,103,0,Payroll,Google AdWords,0,0,Payroll,206.33,239.9
0,SEARCH,113,0,1,2018-12-17,0,1,4226,DE,133,0,Payroll,Bing Ads,0,0,Payroll,138.96,161.59
0,SEARCH,134,0,8,2018-12-17,2,6,2678,DE,160,0,Payroll,Google AdWords,0,0,Payroll,343.63,399.57
0,SEARCH,39,0,1,2018-12-18,0,1,1733,DE,59,0,Payroll,Bing Ads,0,0,Payroll,88.55,102.98
0,SEARCH,179,1,4,2018-12-18,0,3,3390,DE,223,0,Payroll,Google AdWords,0,0,Payroll,463.01,538.34
0,SEARCH,0,0,0,2018-12-19,0,0,0,DE,8,0,Payroll,Bing Ads,0,0,Payroll,0,0
0,SEARCH,142,0,4,2018-12-19,0,4,2749,DE,209,0,Payroll,Google AdWords,0,0,Payroll,418.15,486.22
0,SEARCH,0,0,0,2018-12-20,0,0,0,DE,22,0,Payroll,Bing Ads,0,0,Payroll,0,0
0,SEARCH,90,0,6,2018-12-20,0,6,2041,DE,133,1,Payroll,Google AdWords,0,0,Payroll,233.04,270.98
0,SEARCH,0,0,0,2018-12-21,0,0,0,DE,12,0,Payroll,Bing Ads,0,0,Payroll,0,0
0,SEARCH,125,0,2,2018-12-21,0,2,2497,DE,158,0,Payroll,Google AdWords,0,0,Payroll,273.46,317.96
0,SEARCH,0,0,0,2018-12-22,0,0,0,DE,1,0,Payroll,Bing Ads,0,0,Payroll,0,0
0,SEARCH,105,0,4,2018-12-22,0,4,2005,DE,141,1,Payroll,Google AdWords,0,0,Payroll,202.12,235.01
0,SEARCH,0,0,0,2018-12-23,0,0,0,DE,,0,Payroll,Bing Ads,0,0,Payroll,0,0
0,SEARCH,101,0,5,2018-12-23,0,5,1825,DE,92,1,Payroll,Google AdWords,0,0,Payroll,255.31,296.87
0,SEARCH,0,0,0,2018-12-24,0,0,0,DE,,0,Payroll,Bing Ads,0,0,Payroll,0,0
0,SEARCH,70,0,1,2018-12-24,0,1,1131,DE,62,2,Payroll,Google AdWords,0,0,Payroll,194.44,226.07
0,SEARCH,0,0,0,2018-12-25,0,0,0,DE,,0,Payroll,Bing Ads,0,0,Payroll,0,0
0,SEARCH,70,0,3,2018-12-25,0,3,1421,DE,61,0,Payroll,Google AdWords,0,0,Payroll,240.45,279.59
0,SEARCH,0,0,0,2018-12-26,0,0,0,DE,2,0,Payroll,Bing Ads,0,0,Payroll,0,0
0,SEARCH,118,0,1,2018-12-26,0,1,2544,DE,95,0,Payroll,Google AdWords,0,0,Payroll,305.87,355.64
0,SEARCH,0,0,0,2018-12-27,0,0,0,DE,7,0,Payroll,Bing Ads,0,0,Payroll,0,0
0,SEARCH,146,0,3,2018-12-27,0,3,2822,DE,151,1,Payroll,Google AdWords,0,0,Payroll,382.73,445
0,SEARCH,0,0,0,2018-12-28,0,0,0,DE,10,0,Payroll,Bing Ads,0,0,Payroll,0,0
0,SEARCH,101,0,3,2018-12-28,0,3,1716,DE,121,1,Payroll,Google AdWords,0,0,Payroll,257,298.84
0,SEARCH,0,0,0,2018-12-29,0,0,0,DE,,0,Payroll,Bing Ads,0,0,Payroll,0,0
0,SEARCH,64,0,2,2018-12-29,0,2,1606,DE,71,0,Payroll,Google AdWords,0,0,Payroll,179.67,208.88
0,SEARCH,0,0,0,2018-12-30,0,0,0,DE,2,0,Payroll,Bing Ads,0,0,Payroll,0,0
0,SEARCH,77,0,2,2018-12-30,0,2,1633,DE,86,0,Payroll,Google AdWords,0,0,Payroll,242.72,282.23
0,SEARCH,0,0,0,2018-12-31,0,0,0,DE,,0,Payroll,Bing Ads,0,0,Payroll,0,0
0,SEARCH,48,0,3,2018-12-31,0,3,1222,DE,62,0,Payroll,Google AdWords,0,0,Payroll,166.88,194.04
0,SEARCH,12,0,0,2018-12-01,0,0,245,DE,15,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Bing Ads,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,15.99,18.59
0,SEARCH,280,0,1,2018-12-01,0,1,93849,DE,419,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Google AdWords,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,777.64,904.23
0,SEARCH,11,0,0,2018-12-02,0,0,246,DE,21,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Bing Ads,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,31.98,37.19
0,SEARCH,266,0,4,2018-12-02,0,4,91342,DE,444,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Google AdWords,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,736.2,856.06
0,SEARCH,31,0,0,2018-12-03,0,0,355,DE,81,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Bing Ads,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,55.38,64.4
0,SEARCH,388,0,2,2018-12-03,0,2,125504,DE,595,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Google AdWords,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,1281.18,1489.76
0,SEARCH,22,0,0,2018-12-04,0,0,267,DE,67,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Bing Ads,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,46.34,53.89
0,SEARCH,330,0,8,2018-12-04,0,8,104790,DE,575,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Google AdWords,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,1336.66,1554.24
0,SEARCH,21,0,0,2018-12-05,0,0,328,DE,49,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Bing Ads,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,36.17,42.04
0,SEARCH,339,0,10,2018-12-05,0,10,107639,DE,583,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Google AdWords,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,1369.96,1592.98
0,SEARCH,24,0,0,2018-12-06,0,0,295,DE,45,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Bing Ads,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,25.5,29.65
0,SEARCH,280,0,9,2018-12-06,0,9,102394,DE,512,1,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Google AdWords,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,1406.14,1635.05
0,SEARCH,22,0,2,2018-12-07,0,2,170,DE,68,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Bing Ads,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,48.04,55.85
0,SEARCH,199,0,2,2018-12-07,0,2,77530,DE,371,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Google AdWords,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,757.17,880.44
0,SEARCH,16,0,0,2018-12-08,0,0,148,DE,27,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Bing Ads,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,17.97,20.91
0,SEARCH,194,0,3,2018-12-08,0,3,67771,DE,286,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Google AdWords,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,604.05,702.4
0,SEARCH,17,0,1,2018-12-09,0,1,217,DE,39,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Bing Ads,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,15.91,18.51
0,SEARCH,286,0,2,2018-12-09,0,2,95210,DE,426,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Google AdWords,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,679.3,789.91
0,SEARCH,29,0,4,2018-12-10,0,4,333,DE,53,1,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Bing Ads,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,57.35,66.69
0,SEARCH,256,0,5,2018-12-10,0,5,82393,DE,486,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Google AdWords,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,1254.05,1458.16
0,SEARCH,19,0,1,2018-12-11,0,1,241,DE,59,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,Bing Ads,0,0,Payroll Category CampaignSage Business Cloud Lohnabrechnung,37,43.01
